brand_name,pants_description,price,MRP,discount_percent,ratings,number_of_ratings
Cantabil,Straight Fit Mid-Rise Jeans,1799,3999,0.55,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Cantabil,Clean Look Stretchable Jeans,1799,3999,0.55,4.3,264
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,1799,3999,0.55,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1799,3999,0.55,4.3,264
SZN,Men Mid-Rise Jeans,519,1299,0.6,4.3,264
SZN,Men Mid-Rise Jeans,519,1299,0.6,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,519,1299,0.6,4.3,264
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,2039,5098,0.6,4.3,264
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1639,4098,0.6,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.2,130
SHOWOFFFF,Straight Fit Low-Rise Jeans,2559,6398,0.6,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.2,130
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1519,3798,0.6,4.2,130
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1959,4898,0.6,4.2,130
SHOWOFFFF,Straight Fit Low-Rise Jeans,1759,4398,0.6,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
SHOWOFFFF,Straight Fit Low-Rise Cargo,2519,6298,0.6,3.9,31
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
SHOWOFFFF,Men Relaxed Fit Low-Rise Jeans,2119,5298,0.6,3.9,31
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1639,4098,0.6,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Trendyol,Men Regular Fit Mid-Rise Jeans,2149,4299,0.5,4.1,25
Trendyol,Men Regular Fit Mid-Rise Jeans,1889,4199,0.55,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.6,5
SHOWOFFFF,Straight Fit Low-Rise Jeans,2559,6398,0.6,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2559,6398,0.6,4.6,5
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.6,5
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1959,4898,0.6,3.1,35
SHOWOFFFF,Straight Fit Low-Rise Jeans,1759,4398,0.6,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
SHOWOFFFF,Straight Fit Low-Rise Cargo,2519,6298,0.6,4.2,42
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1519,3798,0.6,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1519,3798,0.6,4.2,42
SHOWOFFFF,Men Relaxed Fit Low-Rise Jeans,2119,5298,0.6,4.2,42
SHOWOFFFF,Men Slim Fit Low-Rise Jeans,1639,4098,0.6,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Trendyol,Men Regular Fit Mid-Rise Jeans,2149,4299,0.5,4,63
Trendyol,Men Regular Fit Mid-Rise Jeans,1889,4199,0.55,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
Trendyol,Men Regular Fit Mid-Rise Jeans,2149,4299,0.5,4,63
Trendyol,Men Regular Fit Mid-Rise Jeans,2249,4499,0.5,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Trendyol,Men Regular Fit Mid-Rise Jeans,1899,3799,0.5,4.3,264
HERE&NOW,Men Fit Mid-Rise Jeans,1590,3699,0.57,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1590,3699,0.57,4.3,264
SZN,Men Tapered Fit Mid-Rise Jeans,376,1299,0.71,4.3,264
U.S. Polo Assn. Denim Co.,Slim Fit Mid-Rise Jeans,2999,3999,0.25,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,2999,3999,0.25,4.3,264
U.S. Polo Assn. Denim Co.,Men Tapered Fit Mid-Rise Jeans,2624,3499,0.25,4.3,264
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,2099,2799,0.25,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2999,3999,0.25,4.2,130
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2474,3299,0.25,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2249,2999,0.25,4.2,130
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,3224,4299,0.25,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,3224,4299,0.25,4.2,130
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,2474,3299,0.25,4.2,130
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,3224,4299,0.25,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
U.S. Polo Assn. Denim Co.,Men Slim Fit Light Fade Jeans,2774,3699,0.25,3.9,31
U.S. Polo Assn. Denim Co.,Men Tapered Fit Mid-Rise Jeans,2774,3699,0.25,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2774,3699,0.25,3.9,31
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2474,3299,0.25,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2249,2999,0.25,4.1,25
Classic Polo,Men Slim Fit Mid-Rise Jeans,1899,1999,0.05,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
SOKO STREET,Men Cargo Fit Jeans,1889,3499,0.46,4.6,5
SOKO STREET,Men Stretchable Jeans,1609,3499,0.54,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1609,3499,0.54,4.6,5
SOKO STREET,Men Regular Fit Mid-Rise Jeans,1609,3499,0.54,4.6,5
SOKO STREET,Men Regular Fit Jeans,1644,3499,0.53,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
SOKO STREET,Men Regular Fit Mid-Rise Jeans,1559,2999,0.48,3.1,35
SOKO STREET,Men Cargo Fit Mid-Rise Jeans,1784,3499,0.49,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
SOKO STREET,Men Light Fade Jeans,1559,2999,0.48,4.2,42
Pepe Jeans,Men Slim Fit Low-Rise Jeans,2759,4599,0.4,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2759,4599,0.4,4.2,42
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2249,2999,0.25,4.2,42
WROGN,Men Wide Leg Mid-Rise Jeans,1959,2799,0.3,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Crimsoune Club,Men Slim Fit Mid-Rise Jeans,1739,2899,0.4,4,63
Crimsoune Club,Men Regular Fit Mid-Rise Jeans,1499,2999,0.5,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
True Religion,Men Bootcut Mid-Rise Jeans,1829,2999,0.39,4,63
True Religion,Straight Fit Mid-Rise Jeans,18199,25999,0.3,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.3,264
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2399,2699,3,4.3,264
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.3,264
EVERBLUE,Mid-Rise Heavy Fade Jeans,2399,2699,3,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,2399,2699,3,4.3,264
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.3,264
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.2,130
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
EVERBLUE,Men Regular Fit Mid-Rise Jeans,2049,2299,2.5,4.2,130
EVERBLUE,Men Comfort Fit Jeans,2349,2599,2.5,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2349,2599,2.5,4.2,130
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.2,130
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2049,2299,2.5,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,3.9,31
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,3.9,31
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,3224,4299,0.25,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2999,3999,0.25,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,1393,3399,0.59,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.6,5
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,2399,2699,3,4.6,5
EVERBLUE,Men Regular Fit Mid-Rise Jeans,2049,2299,2.5,4.6,5
EVERBLUE,Men Comfort Fit Jeans,2349,2599,2.5,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,3.1,35
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2049,2299,2.5,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.2,42
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2349,2599,2.5,4.2,42
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2399,2699,3,4.2,42
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,3224,4299,0.25,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
U.S. Polo Assn. Denim Co.,Men Slim Fit Mid-Rise Jeans,2999,3999,0.25,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
Flying Machine,Men Skinny Fit Mid-Rise Jeans,1829,2999,0.39,4,63
Flying Machine,Men Skinny Fit Mid-Rise Jeans,1819,2799,0.35,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Santonio,Men Plus Size Mid-Rise Jeans,4899,6999,0.3,4.3,264
Cantabil,Men Regular Fit Mid-Rise Jeans,1574,3499,0.55,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1574,3499,0.55,4.3,264
Cantabil,Men Regular Fit Mid-Rise Jeans,1709,3799,0.55,4.3,264
Cantabil,Men Original Regular Fit Jeans,1799,3999,0.55,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,1799,3999,0.55,4.3,264
Cantabil,Men Regular Fit Mid-Rise Jeans,1799,3999,0.55,4.3,264
Cantabil,Men Regular Fit Mid-Rise Jeans,1709,3799,0.55,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Cantabil,Men Regular Fit Mid-Rise Jeans,1799,3999,0.55,4.2,130
Cantabil,Men Regular Fit Mid-Rise Jeans,1799,3999,0.55,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Cantabil,Men Regular Fit Mid-Rise Jeans,1484,3299,0.55,4.2,130
SPYKAR,Men Slim Fit Low-Rise Jeans,2049,4099,0.5,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2049,4099,0.5,4.2,130
SPYKAR,Men Slim Fit Mid-Rise Jeans,1799,3599,0.5,4.2,130
SPYKAR,Men Regular Fit Mid-Rise Jeans,1749,3499,0.5,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
SPYKAR,Men Slim Fit Mid-Rise Jeans,1899,3799,0.5,3.9,31
SPYKAR,Men Slim Fit Low-Rise Jeans,1499,2999,0.5,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
SPYKAR,Men Slim Fit Mid-Rise Jeans,1799,3599,0.5,3.9,31
SPYKAR,Men Regular Fit Mid-Rise Jeans,1899,3799,0.5,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
SPYKAR,Men Regular Fit Mid-Rise Jeans,1899,3799,0.5,4.1,25
SPYKAR,Men Slim Fit Low-Rise Jeans,1399,2799,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
U.S. Polo Assn. Denim Co.,Men Skinny Fit Mid-Rise Jeans,1393,3399,0.59,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1829,2999,0.39,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,805,2599,0.69,3.1,35
Celio,Men Straight Fit Mid-Rise Jeans,3999,4999,0.2,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Celio,Men Straight Fit Jeans,3999,4999,0.2,4.2,42
Numero Uno,Men Slim Fit Mid-Rise Jeans,1999,3999,0.5,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1999,3999,0.5,4.2,42
Numero Uno,Men Slim Fit Mid-Rise Jeans,1350,2999,0.54,4.2,42
Numero Uno,Men Regular Fit Mid-Rise Jeans,1999,3999,0.5,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Numero Uno,Men Regular Fit Mid-Rise Jeans,1899,3799,0.5,4,63
HERE&NOW,Men Regular Fit Mid-Rise Jeans,1676,3899,0.57,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
StyleCast x Revolte,Men Regular Fit Mid-Rise Jeans,1739,3549,0.51,4,63
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,1739,3549,0.51,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
SF JEANS by Pantaloons,Men Slim Fit Mid-Rise Jeans,1478,2899,0.49,4.3,264
EVERBLUE,Men Comfort Fit Mid-Rise Jeans,2349,2599,2.5,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,2349,2599,2.5,4.3,264
Iconic,Men Slim Fit High-Rise Jeans,3299,5499,0.4,4.3,264
Iconic,Men Regular Fit Jeans,3299,5499,0.4,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,3299,5499,0.4,4.3,264
Iconic,Men High-Rise Jeans,3299,5499,0.4,4.3,264
Park Avenue,Men Slim Fit Mid-Rise Jeans,3299,5499,0.4,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Park Avenue,Men Slim Fit Mid-Rise Jeans,1275,2199,0.42,4.2,130
Park Avenue,Men Slim Fit Mid-Rise Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Park Avenue,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
Park Avenue,Men Slim Fit Jeans,2309,3499,0.34,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,3199,3999,0.2,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,2659,3799,0.3,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,2659,3799,0.3,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,2519,3599,0.3,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,3279,4099,0.2,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,2309,3299,0.3,3.8,16
ColorPlus,Men Regular Fit Mid-Rise Jeans,2589,3699,0.3,3.8,16
ColorPlus,Light Fade Mid-Rise Jeans,3079,4399,0.3,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,2969,3299,0.1,4.6,5
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,1959,2799,0.3,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1959,2799,0.3,4.6,5
VAN HEUSEN DENIM LABS,Men Slim Fit Mid-Rise Jeans,3419,3799,0.1,4.6,5
VAN HEUSEN DENIM LABS,Men Regular Fit Mid-Rise Jeans,2564,2849,0.1,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Peter England Casuals,Men Skinny Fit Mid-Rise Jeans,805,2599,0.69,3.1,35
Peter England Casuals,Men Regular Fit Mid-Rise Jeans,805,2599,0.69,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Louis Philippe Jeans,Men Slim Fit Mid-Rise Jeans,4137,4649,0.11,4.2,42
ODCC,Men Regular Fit Mid-Rise Jeans,1499,2195,6.96,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1499,2195,6.96,4.2,42
SHOWOFFFF,Men Straight Fit Jeans,2319,5798,0.6,4.2,42
SHOWOFFFF,Men Straight Fit Low-Rise Jeans,2999,7498,0.6,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
TQS,Men Slim Fit Mid-Rise Jeans,1664,4499,0.63,4,63
TQS,Men Slim Fit Mid-Rise Jeans,1664,4499,0.63,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
TQS,Men Slim Fit Mid-Rise Jeans,1553,4199,0.63,4,63
TQS,Men Slim Fit Mid-Rise Jeans,1627,4399,0.63,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
TQS,Men Slim Fit Mid-Rise Jeans,1664,4499,0.63,4.3,264
TQS,Men Slim Fit Mid-Rise Jeans,1553,4199,0.63,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1553,4199,0.63,4.3,264
TQS,Men Slim Fit Mid-Rise Jeans,1590,4299,0.63,4.3,264
Tailoraedge,Men Mid-Rise Heavy Fade Jeans,1645,2990,0.44,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,1645,2990,0.44,4.3,264
Tailoraedge,Men Relaxed Fit Mid-Rise Jeans,1645,2990,0.44,4.3,264
Tramarossa,Men Slim Fit Mid-Rise Jeans,1645,2990,0.44,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Tramarossa,Men Slim Fit Mid-Rise Jeans,1275,2199,0.42,4.2,130
Snitch,Men Tapered Fit Jeans,1275,2199,0.42,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
Snitch,Men Regular Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
Versace Jeans Couture,Men Slim Fit Mid-Rise Jeans,30375,40500,0.25,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,30375,40500,0.25,4.2,130
Versace Jeans Couture,Men Slim Fit Mid-Rise Jeans,25125,33500,0.25,4.2,130
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,3.9,31
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,3.9,31
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.1,25
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
TQS,Men Slim Fit Mid-Rise Jeans,1627,4399,0.63,4.6,5
TQS,Men Slim Fit Mid-Rise Jeans,1664,4499,0.63,4.6,5
United Colors of Benetton,Men Relaxed Fit Mid-Rise Jeans,1664,4499,0.63,4.6,5
TQS,Men Slim Fit Mid-Rise Jeans,1553,4199,0.63,4.6,5
TQS,Men Slim Fit Mid-Rise Jeans,1590,4299,0.63,4.6,5
Roadster,Men Wide Leg Jeans,805,2599,0.69,3.1,35
Tailoraedge,Men Mid-Rise Heavy Fade Jeans,1645,2990,0.44,3.1,35
Tailoraedge,Men Relaxed Fit Mid-Rise Jeans,1645,2990,0.44,3.1,35
WROGN,Men Anti Fit Jeans,1623,2799,0.42,4.2,42
Tramarossa,Men Slim Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42
Tramarossa,Men Slim Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42
Snitch,Men Tapered Fit Jeans,1623,2799,0.42,4.2,42
Snitch,Men Regular Fit Mid-Rise Jeans,1623,2799,0.42,4.2,42
Roadster,Men Regular Fit Mid-Rise Jeans,759,1899,0.6,4,63
Versace Jeans Couture,Men Slim Fit Mid-Rise Jeans,30375,40500,0.25,4,63
Versace Jeans Couture,Men Slim Fit Mid-Rise Jeans,25125,33500,0.25,4,63
Flying Machine,Slim Fit Stretchable Jeans,1829,2999,0.39,4,63
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4,63
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4,63
Levis,Men 511 Slim Fit Jeans,1478,2899,0.49,4.3,264
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.3,264
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.3,264
United Colors of Benetton,Men Mid-Rise Regular Fit Jeans,1999,3699,17,4.3,264
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.3,264
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.3,264
Calvin Klein Jeans,Men Slim Fit Jeans,1999,3699,17,4.3,264
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.3,264
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.3,264
WROGN,Men Slim Fit Stretchable Jeans,1275,2199,0.42,4.2,130
Tailoraedge,Men Tapered Fit Mid-Rise Jeans,1999,3699,17,4.2,130
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1999,3699,17,4.2,130
Flying Machine,Men Relaxed Fit Jeans,2309,3499,0.34,4.2,130
PENTHOUSES 4446,Regular Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
United Colors of Benetton,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
PENTHOUSES 4446,Men Slim Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,2309,3499,0.34,4.2,130
Levis,Men 511 Slim Fit Jeans,2079,3999,0.48,3.9,31
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,2079,3999,0.48,3.9,31
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,2079,3999,0.48,3.9,31
Flying Machine,Men Slim Fit Jeans,1549,2499,0.38,3.9,31
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1549,2499,0.38,3.9,31
PENTHOUSES 4446,Men Regular Fit Mid-Rise Jeans,1549,2499,0.38,3.9,31
WROGN,Men Anti Fit Jeans,1399,2799,0.5,4.1,25
Cantabil,Slim Fit Light Fade Jeans,1709,3799,0.55,4.1,25
Cantabil,Men Straight Fit Jeans,1799,3999,0.55,4.1,25
Mufti,Men Mid-Rise Skinny Fit Jeans,1393,3399,0.59,3.8,16
WROGN,Men Loose Fit Cotton Jeans,1374,2499,0.45,4.2,57
Flying Machine,Men Slim Fit Jeans,1829,2999,0.39,4.6,5
